"time","province","total_confirm","total_heal","total_dead"
2020-03-06,"Shaanxi",245,226,1
2020-03-06,"Shandong",758,618,6
2020-03-06,"Shanghai",342,306,3
2020-03-06,"Shanxi",133,126,0
2020-03-06,"Sichuan",539,435,3
2020-03-06,"Taiwan",45,12,1
2020-03-06,"Tianjin",136,132,3
2020-03-06,"Tibet",1,1,0
2020-03-06,"Xinjiang",76,71,3
2020-03-06,"Yunnan",174,170,2
2020-03-06,"Zhejiang",1215,1159,1
2020-03-07,"Anhui",990,979,6
2020-03-07,"Beijing",426,303,8
2020-03-07,"Chongqing",576,521,6
2020-03-07,"Fujian",296,295,1
2020-03-07,"Gansu",120,87,2
2020-03-07,"Guangdong",1352,1240,7
2020-03-07,"Guangxi",252,219,2
2020-03-07,"Guizhou",146,117,2
2020-03-07,"Hainan",168,158,6
2020-03-07,"Hebei",318,307,6
2020-03-07,"Heilongjiang",481,418,13
2020-03-07,"Henan",1272,1244,22
2020-03-07,"Hong Kong",108,51,2
2020-03-07,"Hunan",1018,960,4
2020-03-07,"Inner Mongolia",75,67,1
2020-03-07,"Jiangsu",631,606,0
2020-03-07,"Jiangxi",935,916,1
2020-03-07,"Jilin",93,90,1
2020-03-07,"Liaoning",125,107,1
2020-03-07,"Macau",10,10,0
2020-03-07,"Ningxia",75,71,0
2020-03-07,"Qinghai",18,18,0
2020-03-07,"Shaanxi",245,226,1
2020-03-07,"Shandong",758,628,6
2020-03-07,"Shanghai",342,313,3
2020-03-07,"Shanxi",133,126,0
2020-03-07,"Sichuan",539,454,3
2020-03-07,"Taiwan",45,13,1
2020-03-07,"Tianjin",136,128,3
2020-03-07,"Tibet",1,1,0
2020-03-07,"Xinjiang",76,72,3
2020-03-07,"Yunnan",174,170,2
2020-03-07,"Zhejiang",1215,1166,1
2020-03-08,"Anhui",990,984,6
2020-03-08,"Beijing",428,308,8
2020-03-08,"Chongqing",576,526,6
2020-03-08,"Fujian",296,295,1
2020-03-08,"Gansu",124,87,2
2020-03-08,"Guangdong",1352,1253,7
2020-03-08,"Guangxi",252,223,2
2020-03-08,"Guizhou",146,117,2
2020-03-08,"Hainan",168,159,6
2020-03-08,"Hebei",318,307,6
2020-03-08,"Heilongjiang",481,412,13
2020-03-08,"Henan",1272,1248,22
2020-03-08,"Hong Kong",114,58,3
2020-03-08,"Hunan",1018,968,4
2020-03-08,"Inner Mongolia",75,70,1
2020-03-08,"Jiangsu",631,612,0
2020-03-08,"Jiangxi",935,919,1
2020-03-08,"Jilin",93,90,1
2020-03-08,"Liaoning",125,109,1
2020-03-08,"Macau",10,10,0
2020-03-08,"Ningxia",75,71,0
2020-03-08,"Qinghai",18,18,0
2020-03-08,"Shaanxi",245,227,1
2020-03-08,"Shandong",758,642,6
2020-03-08,"Shanghai",342,314,3
2020-03-08,"Shanxi",133,126,0
2020-03-08,"Sichuan",539,464,3
2020-03-08,"Taiwan",45,15,1
2020-03-08,"Tianjin",136,129,3
2020-03-08,"Tibet",1,1,0
2020-03-08,"Xinjiang",76,73,3
2020-03-08,"Yunnan",174,170,2
2020-03-08,"Zhejiang",1215,1173,1
2020-03-09,"Anhui",990,984,6
2020-03-09,"Beijing",428,315,8
2020-03-09,"Chongqing",576,534,6
2020-03-09,"Fujian",296,295,1
2020-03-09,"Gansu",124,88,2
2020-03-09,"Guangdong",1353,1263,8
2020-03-09,"Guangxi",252,230,2
2020-03-09,"Guizhou",146,123,2
2020-03-09,"Hainan",168,159,6
2020-03-09,"Hebei",318,307,6
2020-03-09,"Heilongjiang",481,431,13
2020-03-09,"Henan",1272,1249,22
2020-03-09,"Hong Kong",115,59,3
2020-03-09,"Hunan",1018,979,4
2020-03-09,"Inner Mongolia",75,70,1
2020-03-09,"Jiangsu",631,621,0
2020-03-09,"Jiangxi",935,923,1
2020-03-09,"Jilin",93,91,1
2020-03-09,"Liaoning",125,110,1
2020-03-09,"Macau",10,10,0
2020-03-09,"Ningxia",75,71,0
2020-03-09,"Qinghai",18,18,0
2020-03-09,"Shaanxi",245,227,1
2020-03-09,"Shandong",758,700,6
2020-03-09,"Shanghai",342,315,3
2020-03-09,"Shanxi",133,127,0
2020-03-09,"Sichuan",539,468,3
2020-03-09,"Taiwan",45,15,1
2020-03-09,"Tianjin",136,130,3
2020-03-09,"Tibet",1,1,0
2020-03-09,"Xinjiang",76,73,3
2020-03-09,"Yunnan",174,170,2
2020-03-09,"Zhejiang",1215,1189,1
2020-03-10,"Anhui",990,984,6
2020-03-10,"Beijing",429,321,8
2020-03-10,"Chongqing",576,548,6
2020-03-10,"Fujian",296,295,1
2020-03-10,"Gansu",125,88,2
2020-03-10,"Guangdong",1353,1284,8
2020-03-10,"Guangxi",252,235,2
2020-03-10,"Guizhou",146,129,2
2020-03-10,"Hainan",168,160,6
2020-03-10,"Hebei",318,307,6
2020-03-10,"Heilongjiang",481,442,13
2020-03-10,"Henan",1272,1247,22
2020-03-10,"Hong Kong",119,60,3
2020-03-10,"Hunan",1018,990,4
2020-03-10,"Inner Mongolia",75,70,1
2020-03-10,"Jiangsu",631,627,0
2020-03-10,"Jiangxi",935,927,1
2020-03-10,"Jilin",93,91,1
2020-03-10,"Liaoning",125,111,1
2020-03-10,"Macau",10,10,0
2020-03-10,"Ningxia",75,71,0
2020-03-10,"Qinghai",18,18,0
2020-03-10,"Shaanxi",245,227,1
2020-03-10,"Shandong",758,720,6
2020-03-10,"Shanghai",344,319,3
2020-03-10,"Shanxi",133,128,0
2020-03-10,"Sichuan",539,479,3
2020-03-10,"Taiwan",47,15,1
2020-03-10,"Tianjin",136,131,3
2020-03-10,"Tibet",1,1,0
2020-03-10,"Xinjiang",76,73,3
2020-03-10,"Yunnan",174,170,2
2020-03-10,"Zhejiang",1215,1202,1
2020-03-11,"Anhui",990,984,6
2020-03-11,"Beijing",435,326,8
2020-03-11,"Chongqing",576,549,6
2020-03-11,"Fujian",296,295,1
2020-03-11,"Gansu",127,88,2
2020-03-11,"Guangdong",1356,1283,8
2020-03-11,"Guangxi",252,237,2
2020-03-11,"Guizhou",146,133,2
2020-03-11,"Hainan",168,160,6
2020-03-11,"Hebei",318,307,6
2020-03-11,"Heilongjiang",482,435,13
2020-03-11,"Henan",1273,1251,22
2020-03-11,"Hong Kong",126,65,3
2020-03-11,"Hunan",1018,995,4
2020-03-11,"Inner Mongolia",75,71,1
2020-03-11,"Jiangsu",631,627,0
2020-03-11,"Jiangxi",935,932,1
2020-03-11,"Jilin",93,91,1
2020-03-11,"Liaoning",125,112,1
2020-03-11,"Macau",10,10,0
2020-03-11,"Ningxia",75,72,0
2020-03-11,"Qinghai",18,18,0
2020-03-11,"Shaanxi",245,232,1
2020-03-11,"Shandong",760,726,6
2020-03-11,"Shanghai",344,320,3
2020-03-11,"Shanxi",133,131,0
2020-03-11,"Sichuan",539,485,3
2020-03-11,"Taiwan",48,17,1
2020-03-11,"Tianjin",136,132,3
2020-03-11,"Tibet",1,1,0
2020-03-11,"Xinjiang",76,73,3
2020-03-11,"Yunnan",174,170,2
2020-03-11,"Zhejiang",1215,1219,1
2020-03-12,"Anhui",990,984,6
2020-03-12,"Beijing",435,334,8
2020-03-12,"Chongqing",576,554,6
2020-03-12,"Fujian",296,295,1
2020-03-12,"Gansu",127,88,2
2020-03-12,"Guangdong",1356,1295,8
2020-03-12,"Guangxi",252,244,2
2020-03-12,"Guizhou",146,137,2
2020-03-12,"Hainan",168,160,6
2020-03-12,"Hebei",318,308,6
2020-03-12,"Heilongjiang",482,441,13
2020-03-12,"Henan",1273,1249,22
2020-03-12,"Hong Kong",131,67,3
2020-03-12,"Hunan",1018,999,4
2020-03-12,"Inner Mongolia",75,71,1
2020-03-12,"Jiangsu",631,629,0
2020-03-12,"Jiangxi",935,934,1
2020-03-12,"Jilin",93,92,1
2020-03-12,"Liaoning",125,112,1
2020-03-12,"Macau",10,10,0
2020-03-12,"Ningxia",75,72,0
2020-03-12,"Qinghai",18,18,0
2020-03-12,"Shaanxi",245,232,2
2020-03-12,"Shandong",760,734,6
2020-03-12,"Shanghai",344,321,3
2020-03-12,"Shanxi",133,132,0
2020-03-12,"Sichuan",539,495,3
2020-03-12,"Taiwan",49,17,1
2020-03-12,"Tianjin",136,133,3
2020-03-12,"Tibet",1,1,0
2020-03-12,"Xinjiang",76,73,3
2020-03-12,"Yunnan",174,170,2
2020-03-12,"Zhejiang",1216,1209,1
2020-03-13,"Anhui",990,984,6
2020-03-13,"Beijing",436,342,8
2020-03-13,"Chongqing",576,564,6
2020-03-13,"Fujian",296,295,1
2020-03-13,"Gansu",127,89,2
2020-03-13,"Guangdong",1356,1300,8
2020-03-13,"Guangxi",252,246,2
2020-03-13,"Guizhou",146,140,2
2020-03-13,"Hainan",168,160,6
2020-03-13,"Hebei",318,310,6
2020-03-13,"Heilongjiang",482,446,13
2020-03-13,"Henan",1273,1249,22
2020-03-13,"Hong Kong",134,75,4
2020-03-13,"Hunan",1018,1005,4
2020-03-13,"Inner Mongolia",75,72,1
2020-03-13,"Jiangsu",631,631,0
2020-03-13,"Jiangxi",935,934,1
2020-03-13,"Jilin",93,91,1
2020-03-13,"Liaoning",125,113,1
2020-03-13,"Macau",10,10,0
2020-03-13,"Ningxia",75,72,0
2020-03-13,"Qinghai",18,18,0
2020-03-13,"Shaanxi",245,232,2
2020-03-13,"Shandong",760,739,7
2020-03-13,"Shanghai",346,324,3
2020-03-13,"Shanxi",133,133,0
2020-03-13,"Sichuan",539,504,3
2020-03-13,"Taiwan",49,20,1
2020-03-13,"Tianjin",136,132,3
2020-03-13,"Tibet",1,1,0
2020-03-13,"Xinjiang",76,73,3
2020-03-13,"Yunnan",174,170,2
2020-03-13,"Zhejiang",1215,1209,1
2020-03-14,"Anhui",990,984,6
2020-03-14,"Beijing",437,349,8
2020-03-14,"Chongqing",576,566,6
2020-03-14,"Fujian",296,295,1
2020-03-14,"Gansu",132,90,2
2020-03-14,"Guangdong",1356,1301,8
2020-03-14,"Guangxi",252,243,2
2020-03-14,"Guizhou",146,143,2
2020-03-14,"Hainan",168,160,6
2020-03-14,"Hebei",318,310,6
2020-03-14,"Heilongjiang",482,448,13
2020-03-14,"Henan",1273,1250,22
2020-03-14,"Hong Kong",140,78,4
2020-03-14,"Hunan",1018,1014,4
2020-03-14,"Inner Mongolia",75,71,1
2020-03-14,"Jiangsu",631,630,0
2020-03-14,"Jiangxi",935,934,1
2020-03-14,"Jilin",93,91,1
2020-03-14,"Liaoning",125,113,1
2020-03-14,"Macau",10,10,0
2020-03-14,"Ningxia",75,73,0
2020-03-14,"Qinghai",18,18,0
2020-03-14,"Shaanxi",245,232,2
2020-03-14,"Shandong",760,741,7
2020-03-14,"Shanghai",352,324,3
2020-03-14,"Shanxi",133,133,0
2020-03-14,"Sichuan",539,512,3
2020-03-14,"Taiwan",53,20,1
2020-03-14,"Tianjin",136,132,3
2020-03-14,"Tibet",1,1,0
2020-03-14,"Xinjiang",76,73,3
2020-03-14,"Yunnan",174,172,2
2020-03-14,"Zhejiang",1227,1211,1
2020-03-15,"Anhui",990,984,6
2020-03-15,"Beijing",442,353,8
2020-03-15,"Chongqing",576,570,6
2020-03-15,"Fujian",296,295,1
2020-03-15,"Gansu",133,91,2
2020-03-15,"Guangdong",1360,1308,8
2020-03-15,"Guangxi",252,245,2
2020-03-15,"Guizhou",146,143,2
2020-03-15,"Hainan",168,160,6
2020-03-15,"Hebei",318,310,6
2020-03-15,"Heilongjiang",482,454,13
2020-03-15,"Henan",1273,1250,22
2020-03-15,"Hong Kong",145,81,4
2020-03-15,"Hunan",1018,1014,4
2020-03-15,"Inner Mongolia",75,71,1
2020-03-15,"Jiangsu",631,631,0
2020-03-15,"Jiangxi",935,934,1
2020-03-15,"Jilin",93,92,1
2020-03-15,"Liaoning",125,114,1
2020-03-15,"Macau",10,10,0
2020-03-15,"Ningxia",75,73,0
2020-03-15,"Qinghai",18,18,0
2020-03-15,"Shaanxi",245,232,2
2020-03-15,"Shandong",760,741,7
2020-03-15,"Shanghai",353,324,3
2020-03-15,"Shanxi",133,133,0
2020-03-15,"Sichuan",539,515,3
2020-03-15,"Taiwan",53,20,1
2020-03-15,"Tianjin",136,133,3
2020-03-15,"Tibet",1,1,0
2020-03-15,"Xinjiang",76,73,3
2020-03-15,"Yunnan",174,172,2
2020-03-15,"Zhejiang",1231,1211,1
2020-03-16,"Anhui",990,984,6
2020-03-16,"Beijing",452,360,8
2020-03-16,"Chongqing",576,570,6
2020-03-16,"Fujian",296,295,1
2020-03-16,"Gansu",133,91,2
2020-03-16,"Guangdong",1361,1308,8
2020-03-16,"Guangxi",252,249,2
2020-03-16,"Guizhou",146,144,2
2020-03-16,"Hainan",168,160,6
2020-03-16,"Hebei",318,310,6
2020-03-16,"Heilongjiang",482,455,13
2020-03-16,"Henan",1273,1250,22
2020-03-16,"Hong Kong",155,84,4
2020-03-16,"Hunan",1018,1014,4
2020-03-16,"Inner Mongolia",75,73,1
2020-03-16,"Jiangsu",631,631,0
2020-03-16,"Jiangxi",935,934,1
2020-03-16,"Jilin",93,92,1
2020-03-16,"Liaoning",125,115,1
2020-03-16,"Macau",11,10,0
2020-03-16,"Ningxia",75,75,0
2020-03-16,"Qinghai",18,18,0
2020-03-16,"Shaanxi",245,233,2
2020-03-16,"Shandong",760,746,7
2020-03-16,"Shanghai",355,326,3
2020-03-16,"Shanxi",133,133,0
2020-03-16,"Sichuan",539,516,3
2020-03-16,"Taiwan",67,20,1
2020-03-16,"Tianjin",136,133,3
2020-03-16,"Tibet",1,1,0
2020-03-16,"Xinjiang",76,73,3
2020-03-16,"Yunnan",176,172,2
2020-03-16,"Zhejiang",1231,1216,1
2020-03-17,"Anhui",990,984,6
2020-03-17,"Beijing",456,369,8
2020-03-17,"Chongqing",576,570,6
2020-03-17,"Fujian",296,295,1
2020-03-17,"Gansu",133,91,2
2020-03-17,"Guangdong",1364,1307,8
2020-03-17,"Guangxi",254,250,2
2020-03-17,"Guizhou",146,144,2
2020-03-17,"Hainan",168,161,6
2020-03-17,"Hebei",318,310,6
2020-03-17,"Heilongjiang",482,456,13
2020-03-17,"Henan",1273,1250,22
2020-03-17,"Hong Kong",167,88,4
2020-03-17,"Hunan",1018,1014,4
2020-03-17,"Inner Mongolia",75,73,1
2020-03-17,"Jiangsu",631,631,0
2020-03-17,"Jiangxi",935,934,1
2020-03-17,"Jilin",93,92,1
2020-03-17,"Liaoning",125,120,1
2020-03-17,"Macau",12,10,0
2020-03-17,"Ningxia",75,75,0
2020-03-17,"Qinghai",18,18,0
2020-03-17,"Shaanxi",247,236,3
2020-03-17,"Shandong",761,746,7
2020-03-17,"Shanghai",358,326,3
2020-03-17,"Shanxi",133,133,0
2020-03-17,"Sichuan",539,520,3
2020-03-17,"Taiwan",77,22,1
2020-03-17,"Tianjin",136,133,3
2020-03-17,"Tibet",1,1,0
2020-03-17,"Xinjiang",76,73,3
2020-03-17,"Yunnan",176,172,2
2020-03-17,"Zhejiang",1232,1216,1
2020-03-18,"Anhui",990,984,6
2020-03-18,"Beijing",469,378,8
2020-03-18,"Chongqing",576,570,6
2020-03-18,"Fujian",296,295,1
2020-03-18,"Gansu",133,91,2
2020-03-18,"Guangdong",1370,1314,8
2020-03-18,"Guangxi",253,250,2
2020-03-18,"Guizhou",146,144,2
2020-03-18,"Hainan",168,161,6
2020-03-18,"Hebei",318,310,6
2020-03-18,"Heilongjiang",482,463,13
2020-03-18,"Henan",1273,1250,22
2020-03-18,"Hong Kong",167,92,4
2020-03-18,"Hunan",1018,1014,4
2020-03-18,"Inner Mongolia",75,73,1
2020-03-18,"Jiangsu",631,631,0
2020-03-18,"Jiangxi",935,934,1
2020-03-18,"Jilin",93,92,1
2020-03-18,"Liaoning",125,123,1
2020-03-18,"Macau",15,10,0
2020-03-18,"Ningxia",75,75,0
2020-03-18,"Qinghai",18,18,0
2020-03-18,"Shaanxi",246,237,3
2020-03-18,"Shandong",761,746,7
2020-03-18,"Shanghai",361,326,3
2020-03-18,"Shanxi",133,133,0
2020-03-18,"Sichuan",540,525,3
2020-03-18,"Taiwan",100,22,1
2020-03-18,"Tianjin",136,133,3
2020-03-18,"Tibet",1,1,0
2020-03-18,"Xinjiang",76,73,3
2020-03-18,"Yunnan",176,172,2
2020-03-18,"Zhejiang",1232,1217,1
2020-03-19,"Anhui",990,984,6
2020-03-19,"Beijing",480,380,8
2020-03-19,"Chongqing",576,570,6
2020-03-19,"Fujian",296,295,1
2020-03-19,"Gansu",134,98,2
2020-03-19,"Guangdong",1378,1318,8
2020-03-19,"Guangxi",253,250,2
2020-03-19,"Guizhou",146,144,2
2020-03-19,"Hainan",168,161,6
2020-03-19,"Hebei",318,310,6
2020-03-19,"Heilongjiang",483,464,13
2020-03-19,"Henan",1273,1250,22
2020-03-19,"Hong Kong",208,95,4
2020-03-19,"Hunan",1018,1014,4
2020-03-19,"Inner Mongolia",75,74,1
2020-03-19,"Jiangsu",631,631,0
2020-03-19,"Jiangxi",935,934,1
2020-03-19,"Jilin",93,92,1
2020-03-19,"Liaoning",125,122,1
2020-03-19,"Macau",17,10,0
2020-03-19,"Ningxia",75,75,0
2020-03-19,"Qinghai",18,18,0
2020-03-19,"Shaanxi",246,237,3
2020-03-19,"Shandong",761,747,7
2020-03-19,"Shanghai",363,326,3
2020-03-19,"Shanxi",133,133,0
2020-03-19,"Sichuan",540,536,3
2020-03-19,"Taiwan",108,26,1
2020-03-19,"Tianjin",136,133,3
2020-03-19,"Tibet",1,1,0
2020-03-19,"Xinjiang",76,73,3
2020-03-19,"Yunnan",176,172,2
2020-03-19,"Zhejiang",1233,1217,1
2020-03-20,"Anhui",990,984,6
2020-03-20,"Beijing",491,390,8
2020-03-20,"Chongqing",576,570,6
2020-03-20,"Fujian",302,295,1
2020-03-20,"Gansu",134,113,2
2020-03-20,"Guangdong",1395,1323,8
2020-03-20,"Guangxi",254,250,2
2020-03-20,"Guizhou",146,144,2
2020-03-20,"Hainan",168,161,6
2020-03-20,"Hebei",318,310,6
2020-03-20,"Heilongjiang",484,463,13
2020-03-20,"Henan",1273,1250,22
2020-03-20,"Hong Kong",256,98,4
2020-03-20,"Hunan",1018,1014,4
2020-03-20,"Inner Mongolia",75,74,1
2020-03-20,"Jiangsu",631,631,0
2020-03-20,"Jiangxi",935,934,1
2020-03-20,"Jilin",93,92,1
2020-03-20,"Liaoning",127,122,2
2020-03-20,"Macau",17,10,0
2020-03-20,"Ningxia",75,75,0
2020-03-20,"Qinghai",18,18,0
2020-03-20,"Shaanxi",247,237,3
2020-03-20,"Shandong",762,748,7
2020-03-20,"Shanghai",371,326,3
2020-03-20,"Shanxi",133,133,0
2020-03-20,"Sichuan",541,536,3
2020-03-20,"Taiwan",135,26,2
2020-03-20,"Tianjin",137,133,3
2020-03-20,"Tibet",1,1,0
2020-03-20,"Xinjiang",76,73,3
2020-03-20,"Yunnan",176,172,2
2020-03-20,"Zhejiang",1234,1219,1
2020-03-21,"Anhui",990,984,6
2020-03-21,"Beijing",504,396,8
2020-03-21,"Chongqing",576,570,6
2020-03-21,"Fujian",303,295,1
2020-03-21,"Gansu",134,113,2
2020-03-21,"Guangdong",1400,1325,8
2020-03-21,"Guangxi",254,250,2
2020-03-21,"Guizhou",146,144,2
2020-03-21,"Hainan",168,161,6
2020-03-21,"Hebei",318,310,6
2020-03-21,"Heilongjiang",484,463,13
2020-03-21,"Henan",1273,1250,22
2020-03-21,"Hong Kong",273,98,4
2020-03-21,"Hunan",1018,1014,4
2020-03-21,"Inner Mongolia",75,74,1
2020-03-21,"Jiangsu",631,631,0
2020-03-21,"Jiangxi",935,934,1
2020-03-21,"Jilin",93,92,1
2020-03-21,"Liaoning",126,122,2
2020-03-21,"Macau",18,10,0
2020-03-21,"Ningxia",75,75,0
2020-03-21,"Qinghai",18,18,0
2020-03-21,"Shaanxi",248,239,3
2020-03-21,"Shandong",764,749,7
2020-03-21,"Shanghai",380,327,3
2020-03-21,"Shanxi",133,133,0
2020-03-21,"Sichuan",542,536,3
2020-03-21,"Taiwan",153,28,2
2020-03-21,"Tianjin",137,133,3
2020-03-21,"Tibet",1,1,0
2020-03-21,"Xinjiang",76,73,3
2020-03-21,"Yunnan",176,172,2
2020-03-21,"Zhejiang",1236,1219,1
2020-03-22,"Anhui",990,984,6
2020-03-22,"Beijing",514,400,8
2020-03-22,"Chongqing",578,570,6
2020-03-22,"Fujian",307,295,1
2020-03-22,"Gansu",136,114,2
2020-03-22,"Guangdong",1407,1329,8
2020-03-22,"Guangxi",254,250,2
2020-03-22,"Guizhou",146,144,2
2020-03-22,"Hainan",168,161,6
2020-03-22,"Hebei",319,310,6
2020-03-22,"Heilongjiang",484,466,13
2020-03-22,"Henan",1273,1250,22
2020-03-22,"Hong Kong",317,100,4
2020-03-22,"Hunan",1018,1014,4
2020-03-22,"Inner Mongolia",75,74,1
2020-03-22,"Jiangsu",635,631,0
2020-03-22,"Jiangxi",937,934,1
2020-03-22,"Jilin",93,92,1
2020-03-22,"Liaoning",126,124,2
2020-03-22,"Macau",20,10,0
2020-03-22,"Ningxia",75,75,0
2020-03-22,"Qinghai",18,18,0
2020-03-22,"Shaanxi",248,239,3
2020-03-22,"Shandong",766,750,7
2020-03-22,"Shanghai",394,328,4
2020-03-22,"Shanxi",133,133,0
2020-03-22,"Sichuan",543,536,3
2020-03-22,"Taiwan",169,28,2
2020-03-22,"Tianjin",137,133,3
2020-03-22,"Tibet",1,1,0
2020-03-22,"Xinjiang",76,73,3
2020-03-22,"Yunnan",176,172,2
2020-03-22,"Zhejiang",1237,1219,1
2020-03-23,"Anhui",990,984,6
2020-03-23,"Beijing",537,401,8
2020-03-23,"Chongqing",577,570,6
2020-03-23,"Fujian",313,295,1
2020-03-23,"Gansu",136,118,2
2020-03-23,"Guangdong",1415,1332,8
2020-03-23,"Guangxi",254,250,2
2020-03-23,"Guizhou",146,144,2
2020-03-23,"Hainan",168,161,6
2020-03-23,"Hebei",319,310,6
2020-03-23,"Heilongjiang",484,466,13
2020-03-23,"Henan",1274,1250,22
2020-03-23,"Hong Kong",356,100,4
2020-03-23,"Hunan",1018,1014,4
2020-03-23,"Inner Mongolia",75,74,1
2020-03-23,"Jiangsu",633,631,0
2020-03-23,"Jiangxi",936,934,1
2020-03-23,"Jilin",93,92,1
2020-03-23,"Liaoning",127,124,2
2020-03-23,"Macau",25,10,0
2020-03-23,"Ningxia",75,75,0
2020-03-23,"Qinghai",18,18,0
2020-03-23,"Shaanxi",248,239,3
2020-03-23,"Shandong",768,752,7
2020-03-23,"Shanghai",404,330,5
2020-03-23,"Shanxi",133,133,0
2020-03-23,"Sichuan",543,536,3
2020-03-23,"Taiwan",195,28,2
2020-03-23,"Tianjin",141,133,3
2020-03-23,"Tibet",1,1,0
2020-03-23,"Xinjiang",76,73,3
2020-03-23,"Yunnan",176,172,2
2020-03-23,"Zhejiang",1238,1221,1
2020-03-24,"Anhui",990,984,6
2020-03-24,"Beijing",558,401,8
2020-03-24,"Chongqing",578,570,6
2020-03-24,"Fujian",318,295,1
2020-03-24,"Gansu",136,118,2
2020-03-24,"Guangdong",1428,1333,8
2020-03-24,"Guangxi",254,250,2
2020-03-24,"Guizhou",146,144,2
2020-03-24,"Hainan",168,162,6
2020-03-24,"Hebei",319,310,6
2020-03-24,"Heilongjiang",484,468,13
2020-03-24,"Henan",1274,1250,22
2020-03-24,"Hong Kong",386,102,4
2020-03-24,"Hunan",1018,1014,4
2020-03-24,"Inner Mongolia",75,74,1
2020-03-24,"Jiangsu",636,631,0
2020-03-24,"Jiangxi",936,934,1
2020-03-24,"Jilin",93,92,1
2020-03-24,"Liaoning",127,124,2
2020-03-24,"Macau",26,10,0
2020-03-24,"Ningxia",75,75,0
2020-03-24,"Qinghai",18,18,0
2020-03-24,"Shaanxi",249,240,3
2020-03-24,"Shandong",768,752,7
2020-03-24,"Shanghai",414,330,4
2020-03-24,"Shanxi",134,133,0
2020-03-24,"Sichuan",545,536,3
2020-03-24,"Taiwan",216,29,2
2020-03-24,"Tianjin",145,133,3
2020-03-24,"Tibet",1,1,0
2020-03-24,"Xinjiang",76,73,3
2020-03-24,"Yunnan",176,172,2
2020-03-24,"Zhejiang",1240,1221,1
2020-03-25,"Anhui",990,984,6
2020-03-25,"Beijing",561,403,8
2020-03-25,"Chongqing",578,570,6
2020-03-25,"Fujian",322,295,1
2020-03-25,"Gansu",136,121,2
2020-03-25,"Guangdong",1433,1334,8
2020-03-25,"Guangxi",254,250,2
2020-03-25,"Guizhou",146,144,2
2020-03-25,"Hainan",168,162,6
2020-03-25,"Hebei",319,310,6
2020-03-25,"Heilongjiang",484,468,13
2020-03-25,"Henan",1274,1250,22
2020-03-25,"Hong Kong",410,102,4
2020-03-25,"Hunan",1018,1014,4
2020-03-25,"Inner Mongolia",77,74,1
2020-03-25,"Jiangsu",638,631,0
2020-03-25,"Jiangxi",936,934,1
2020-03-25,"Jilin",94,92,1
2020-03-25,"Liaoning",127,124,2
2020-03-25,"Macau",30,10,0
2020-03-25,"Ningxia",75,75,0
2020-03-25,"Qinghai",18,18,0
2020-03-25,"Shaanxi",250,240,3
2020-03-25,"Shandong",769,752,7
2020-03-25,"Shanghai",433,330,5
2020-03-25,"Shanxi",134,133,0
2020-03-25,"Sichuan",547,536,3
2020-03-25,"Taiwan",235,29,2
2020-03-25,"Tianjin",147,133,3
2020-03-25,"Tibet",1,1,0
2020-03-25,"Xinjiang",76,73,3
2020-03-25,"Yunnan",176,172,2
2020-03-25,"Zhejiang",1241,1221,1
2020-03-26,"Anhui",990,984,6
2020-03-26,"Beijing",566,406,8
2020-03-26,"Chongqing",578,570,6
2020-03-26,"Fujian",328,295,1
2020-03-26,"Gansu",136,123,2
2020-03-26,"Guangdong",1448,1336,8
2020-03-26,"Guangxi",254,250,2
2020-03-26,"Guizhou",146,144,2
2020-03-26,"Hainan",168,162,6
2020-03-26,"Hebei",319,310,6
2020-03-26,"Heilongjiang",484,469,13
2020-03-26,"Henan",1275,1250,22
2020-03-26,"Hong Kong",453,110,4
2020-03-26,"Hunan",1018,1014,4
2020-03-26,"Inner Mongolia",89,74,1
2020-03-26,"Jiangsu",640,631,0
2020-03-26,"Jiangxi",936,934,1
2020-03-26,"Jilin",95,92,1
2020-03-26,"Liaoning",128,124,2
2020-03-26,"Macau",33,10,0
2020-03-26,"Ningxia",75,75,0
2020-03-26,"Qinghai",18,18,0
2020-03-26,"Shaanxi",253,244,3
2020-03-26,"Shandong",771,752,7
2020-03-26,"Shanghai",451,331,5
2020-03-26,"Shanxi",135,133,0
2020-03-26,"Sichuan",547,536,3
2020-03-26,"Taiwan",252,29,2
2020-03-26,"Tianjin",151,133,3
2020-03-26,"Tibet",1,1,0
2020-03-26,"Xinjiang",76,73,3
2020-03-26,"Yunnan",178,172,2
2020-03-26,"Zhejiang",1243,1222,1
2020-03-27,"Anhui",990,984,6
2020-03-27,"Beijing",569,408,8
2020-03-27,"Chongqing",578,570,6
2020-03-27,"Fujian",331,295,1
2020-03-27,"Gansu",136,124,2
2020-03-27,"Guangdong",1456,1337,8
2020-03-27,"Guangxi",254,250,2
2020-03-27,"Guizhou",146,144,2
2020-03-27,"Hainan",168,162,6
2020-03-27,"Hebei",319,310,6
2020-03-27,"Heilongjiang",484,469,13
2020-03-27,"Henan",1275,1250,22
2020-03-27,"Hong Kong",518,111,4
2020-03-27,"Hunan",1018,1014,4
2020-03-27,"Inner Mongolia",92,74,1
2020-03-27,"Jiangsu",641,631,0
2020-03-27,"Jiangxi",936,934,1
2020-03-27,"Jilin",95,92,1
2020-03-27,"Liaoning",128,124,2
2020-03-27,"Macau",34,10,0
2020-03-27,"Ningxia",75,75,0
2020-03-27,"Qinghai",18,18,0
